customer_id,product_id,rating,content,title,thank_count
740673,106362188,2,"Mình đặt sách có bìa mẫu mới nhưng lại giao cho mình bìa mẫu cũ. Nội dung vẫn vậy nên mình không đổi trả làm gì. Nhưng đối với các khách hàng muốn mua đúng phiên bản thì nhà bán hàng nên xem xét lại. Đây là cuốn sách kinh điển về đọc sách xuất bản từ năm 1940 là cuốn "" Đọc sách như một nghệ thuật"" nhưng các kiến thức vẫn rất hữu ích. Sách đi sâu chi tiết về cách đọc sách không lang man như những cuốn sách dạy về cách đọc khác. Tuy các kiến thức có phần rườm rà khó tiếp thu nhưng nếu áp dụng tốt bạn sẽ troẻ thành master. Rất hữu ích.",Không hài lòng,0
5894378,106362188,5,Nên đọc. Hành văn oke nhưng nếu áp dụng cách đọc mà sách hướng dẫn vào chính cuốn sách thì khá mệt. Đọc sách nghiêm túc cần luyện tập ở cường độ cao và thường xuyên,Cực kì hài lòng,0
177416,106362188,5,,Cực kì hài lòng,0
21912774,106362188,4,,Hài lòng,0
28679614,106362188,4,,Hài lòng,0
309980,106362188,5,,Cực kì hài lòng,0
26649912,106362188,5,Hay bổ ích,Cực kì hài lòng,0
7469073,106362188,4,nội dung phần đầu cuốn sách khá là hay còn phần giữa thì k có gì đặc biệt. xét về tổng thể thì tạm ôi,Hài lòng,0
13051584,106362188,5,,Cực kì hài lòng,0
14369285,106362188,5,,Cực kì hài lòng,0
23004909,106362188,3,Đã nhận sách theo đúng yêu cầu,Bình thường,0
6562756,106362188,5,,Cực kì hài lòng,0
1006504,106362420,5,,Cực kì hài lòng,0
16955748,95039297,1,"Ship cho 2 quyển thì 2 quyển đều lỗi. Gáy nhăn, trang bị cắt ngắn, keo thừa, bìa rách, có trang như bị giao tem cứa. Mua để tặng tri ân đối tác mà nhìn thấy không chỉn chu nên không vui tý nào.",Rất không hài lòng,1
29124335,95039297,5,"Sách đã nhận nhưng chưa đọc, nhân viên giao hàng dễ thương 😃",Cực kì hài lòng,0
7128791,95039297,5,"Hiểu về tư duy, phân loại được tư duy cố định và tư duy phát triển từ đó tìm ra được cách thay đổi tư duy của bản thân để vươn tới thành công",Cực kì hài lòng,0
26314454,95039297,5,Sp ok,Cực kì hài lòng,0
18401696,95039297,4,Good,Hài lòng,0
26199745,95039297,4,"mép sách hơi quăn xíu, sách ko mới cho lắm",Hài lòng,0
13952385,95039297,5,,Cực kì hài lòng,0
5429133,95039297,5,,Cực kì hài lòng,0
16182378,95039297,5,,Cực kì hài lòng,0
22910396,95039297,5,,Cực kì hài lòng,0
5086239,95039297,5,"Sách đẹp k lỗi, bookcare ổn",Cực kì hài lòng,0
22502787,95039297,5,,Cực kì hài lòng,0
10990660,95039297,5,,Cực kì hài lòng,0
26805100,95039297,4,,Hài lòng,0
12610754,95039297,5,,Cực kì hài lòng,0
1695496,95039297,5,,Cực kì hài lòng,0
